RECORDING_SESSION_LABEL	TRIAL_INDEX	EYE_USED	IA_AREA	IA_DWELL_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_FIXATION_COUNT	IA_FIXATION_COUNT	IA_ID	IA_LABEL	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_SKIP	INTEREST_AREA_FIXATION_SEQUENCE	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_TOTAL_VISITED_IA_COUNT	SENTENCE_RT	Trial_Index_	paragraphid	speechid
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	371	"i"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2046,00	0	.	.	.	.	.	.	.	.	0	372	"l"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	373	"d"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	148	148	3	263	[263, 369]	3	1	148	1	1	374	"e"	0	0	0	0	0	0	0	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	375	"m"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2046,00	0	.	.	.	.	.	.	.	.	0	376	","	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	377	"d"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	378	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2046,00	0	.	.	.	.	.	.	.	.	0	379	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	380	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2046,00	0	.	.	.	.	.	.	.	.	0	381	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2790,00	0	.	.	.	.	.	.	.	.	0	382	"i"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	383	"s"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	384	"k"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	385	"a"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	138	138	4	374	[374, 263, 369]	4	1	138	1	1	386	"b"	0	0	0	0	1	1	0	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	387	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	388	"t"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	389	"."	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	390	"."	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2325,00	0	.	.	.	.	.	.	.	.	0	391	"."	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2325,00	0	.	.	.	.	.	.	.	.	0	392	"S"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	393	"p"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	394	"Ã¸"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	368	368	6	115	[115, 386, 374, 263, 369]	6	.	368	1	1	395	"r"	0	0	0	0	0	0	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	396	"g"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	397	"s"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	398	"m"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	399	"Ã¥"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	400	"l"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	2325,00	0	.	.	.	.	.	.	.	.	0	401	":"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1800,00	0	.	.	.	.	.	.	.	.	0	402	"M"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	403	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	404	"n"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	405	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1584,00	0	.	.	.	.	.	.	.	.	0	406	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1656,00	0	.	.	.	.	.	.	.	.	0	407	"t"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	206	206	8	103	[103, 4, 115, 386, 374, 263, 369]	8	.	206	1	1	408	"a"	0	0	0	0	0	0	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	409	"l"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	410	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	411	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	412	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1584,00	0	.	.	.	.	.	.	.	.	0	413	"n"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1656,00	0	.	.	.	.	.	.	.	.	0	414	"a"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1584,00	0	.	.	.	.	.	.	.	.	0	415	"t"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1656,00	271	271	11	130	[130, 116, 85, 103, 4, 115, 386, 374, 263, 369]	11	.	271	1	1	416	"k"	0	0	0	0	0	0	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	417	"Ã¸"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	418	"n"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	419	"s"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	420	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	421	"o"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	422	"l"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	423	"l"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	424	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1584,00	0	.	.	.	.	.	.	.	.	0	425	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1656,00	163	163	7	4	[4, 115, 386, 374, 263, 369]	7	.	163	1	1	426	"b"	0	0	0	0	0	0	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	427	"Ã¥"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	428	"d"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1584,00	0	.	.	.	.	.	.	.	.	0	429	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1656,00	0	.	.	.	.	.	.	.	.	0	430	"p"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	208	208	12	93	[93, 130, 116, 85, 103, 4, 115, 386, 374, 263, 369]	12	.	208	1	1	431	"Ã¥"	0	0	0	0	0	0	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	432	"v"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	433	"i"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	434	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	435	"k"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	436	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1584,00	0	.	.	.	.	.	.	.	.	0	437	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1656,00	0	.	.	.	.	.	.	.	.	0	438	"h"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	191	191	5	386	[386, 374, 263, 369]	5	.	191	1	1	439	"v"	0	0	0	0	0	0	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	278	278	9	85	[85, 103, 4, 115, 386, 374, 263, 369]	9	.	278	1	1	440	"o"	0	0	0	0	0	0	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	441	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	442	"d"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	443	"a"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1584,00	0	.	.	.	.	.	.	.	.	0	444	"n"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1656,00	0	.	.	.	.	.	.	.	.	0	445	"v"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1584,00	127	127	13	108	[108, 93, 130, 116, 85, 103, 4, 115, 386, 374, 263, 369]	13	.	127	1	1	446	"i"	0	0	0	0	0	0	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1656,00	0	.	.	.	.	.	.	.	.	0	447	"h"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	448	"a"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	449	"n"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	450	"d"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	451	"l"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	452	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1584,00	0	.	.	.	.	.	.	.	.	0	453	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1656,00	178	178	10	116	[116, 85, 103, 4, 115, 386, 374, 263, 369]	10	.	178	1	1	454	"o"	0	0	0	0	0	0	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1584,00	0	.	.	.	.	.	.	.	.	0	455	"g"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1656,00	0	.	.	.	.	.	.	.	.	0	456	"t"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	457	"Ã¦"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	458	"n"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	459	"k"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	460	"e"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1080,00	0	.	.	.	.	.	.	.	.	0	461	"r"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	5	"RIGHT"	1800,00	0	.	.	.	.	.	.	.	.	0	462	"?"	.	.	.	.	.	.	1	[369, 263, 374, 386, 115, 4, 103, 85, 116, 130, 93, 108, 123]	2628,00	13	462	"Trial: 5"	22	493	5	3	1327
"P09"	6	"RIGHT"	2325,00	0	.	.	.	.	.	.	.	.	0	1	"N"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	2	"a"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	93,00	0	.	.	.	.	.	.	.	.	0	3	"ÌŠ"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	2046,00	0	.	.	.	.	.	.	.	.	0	4	"r"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	5	"v"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	2046,00	0	.	.	.	.	.	.	.	.	0	6	"i"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	7	"e"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	8	"n"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	9	"d"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	10	"e"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	11	"l"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	1395,00	0	.	.	.	.	.	.	.	.	0	12	"i"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	2046,00	0	.	.	.	.	.	.	.	.	0	13	"g"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
"P09"	6	"RIGHT"	2139,00	0	.	.	.	.	.	.	.	.	0	14	"b"	.	.	.	.	.	.	1	[0, 100]	287,00	2	171	"Trial: 6"	1	533	6	4	1327
