,part,trialId,charId,l,b,r,t,char
0,2,148,304,1400,406,1422,505,y
0,2,148,305,1422,406,1445,505,h
0,2,148,306,1445,406,1460,505,a
0,2,148,307,1460,406,1482,505,r
0,2,148,308,1482,406,1505,505,s
0,2,148,309,1505,406,1520,505,i
0,2,148,310,1520,406,1542,505,n
0,2,148,311,1542,406,1565,505,h
0,2,148,312,1565,406,1580,505,e
0,2,148,313,1580,406,1595,505,k
0,2,148,314,1595,406,1617,505,s
0,2,148,315,1617,406,1640,505,o
0,2,148,316,1640,406,1665,505,g
0,2,148,317,190,505,215,604,h
0,2,148,318,215,505,230,604,v
0,2,148,319,230,505,245,604,e
0,2,148,320,245,505,260,604,r
0,2,148,321,260,505,282,604,t
0,2,148,322,282,505,305,604,s
0,2,148,323,305,505,320,604,o
0,2,148,324,320,505,335,604,g
0,2,148,325,335,505,357,604,n
0,2,148,326,357,505,380,604,s
0,2,148,327,380,505,395,604,i
0,2,148,328,395,505,410,604,n
0,2,148,329,410,505,432,604,e
0,2,148,330,432,505,455,604,t
0,2,148,331,455,505,470,604,r
0,2,148,332,470,505,485,604,o
0,2,148,333,485,505,500,604,l
0,2,148,334,500,505,515,604,d
0,2,148,335,515,505,530,604,e
0,2,148,336,530,505,552,604,","
0,2,148,337,552,505,575,604,s
0,2,148,338,575,505,590,604,o
0,2,148,339,590,505,612,604,m
0,2,148,340,612,505,635,604,v
0,2,148,341,635,505,657,604,i
0,2,148,342,657,505,680,604,f
0,2,148,343,680,505,695,604,r
0,2,148,344,695,505,717,604,a
0,2,148,345,717,505,740,604,l
0,2,148,346,740,505,755,604,i
0,2,148,347,755,505,770,604,v
0,2,148,348,770,505,785,604,e
0,2,148,349,785,505,807,604,t
0,2,148,350,807,505,830,604,m
0,2,148,351,830,505,845,604,e
0,2,148,352,845,505,867,604,d
0,2,148,353,867,505,890,604,g
0,2,148,354,890,505,905,604,l
0,2,148,355,905,505,920,604,æ
0,2,148,356,920,505,935,604,d
0,2,148,357,935,505,950,604,e
0,2,148,358,950,505,965,604,s
0,2,148,359,965,505,980,604,b
0,2,148,360,980,505,995,604,l
0,2,148,361,995,505,1010,604,u
0,2,148,362,1010,505,1032,604,s
0,2,148,363,1032,505,1055,604,v
0,2,148,364,1055,505,1070,604,i
0,2,148,365,1070,505,1092,604,l
0,2,148,366,1092,505,1115,604,h
0,2,148,367,1115,505,1130,604,o
0,2,148,368,1130,505,1145,604,l
0,2,148,369,1145,505,1160,604,d
0,2,148,370,1160,505,1175,604,e
0,2,148,371,1175,505,1197,604,","
0,2,148,372,1197,505,1220,604,s
0,2,148,373,1220,505,1242,604,å
0,2,148,374,1242,505,1265,604,e
0,2,148,375,1265,505,1287,604,r
0,2,148,376,1287,505,1310,604,j
0,2,148,377,1310,505,1325,604,e
0,2,148,378,1325,505,1347,604,g
0,2,148,379,1347,505,1370,604,h
0,2,148,380,1370,505,1385,604,e
0,2,148,381,1385,505,1407,604,r
0,2,148,382,1407,505,1430,604,a
0,2,148,383,1430,505,1445,604,l
0,2,148,384,1445,505,1460,604,t
0,2,148,385,1460,505,1475,604,s
0,2,148,386,1475,505,1497,604,å
0,2,148,387,1497,505,1520,604,e
0,2,148,388,1520,505,1535,604,n
0,2,148,389,1535,505,1550,604,d
0,2,148,390,1550,505,1565,604,n
0,2,148,391,1565,505,1580,604,u
0,2,148,392,1580,505,1602,604,","
0,2,148,393,1602,505,1625,604,o
0,2,148,394,1625,505,1647,604,g
0,2,148,395,1647,505,1670,604,d
0,2,148,396,1670,505,1685,604,e
0,2,148,397,1685,505,1710,604,t
0,2,148,398,190,604,215,676,e
0,2,148,399,215,604,237,676,r
0,2,148,400,237,604,260,676,j
0,2,148,401,260,604,275,676,e
0,2,148,402,275,604,297,676,g
0,2,148,403,297,604,320,676,o
0,2,148,404,320,604,335,676,p
0,2,148,405,335,604,350,676,r
0,2,148,406,350,604,365,676,i
0,2,148,407,365,604,380,676,g
0,2,148,408,380,604,395,676,t
0,2,148,409,395,604,410,676,i
0,2,148,410,410,604,425,676,g
0,2,148,411,425,604,447,676,t
0,2,148,412,447,604,470,676,t
0,2,148,413,470,604,485,676,a
0,2,148,414,485,604,500,676,k
0,2,148,415,500,604,515,676,n
0,2,148,416,515,604,530,676,e
0,2,148,417,530,604,545,676,m
0,2,148,418,545,604,560,676,m
0,2,148,419,560,604,575,676,e
0,2,148,420,575,604,590,676,l
0,2,148,421,590,604,605,676,i
0,2,148,422,605,604,627,676,g
0,2,148,423,627,604,650,676,f
0,2,148,424,650,604,665,676,o
0,2,148,425,665,604,680,676,r
0,2,148,426,680,604,702,676,.
0,2,148,427,702,604,725,676,T
0,2,148,428,725,604,740,676,a
0,2,148,429,740,604,755,676,k
0,2,148,430,755,604,780,676,.
0,2,148,431,190,136,215,208,S
0,2,148,432,215,136,230,208,p
0,2,148,433,230,136,245,208,ø
0,2,148,434,245,136,260,208,r
0,2,148,435,260,136,275,208,g
0,2,148,436,275,136,290,208,s
0,2,148,437,290,136,305,208,m
0,2,148,438,305,136,320,208,å
0,2,148,439,320,136,335,208,l
0,2,148,440,335,136,360,208,:
0,2,148,441,190,208,215,280,N
0,2,148,442,215,208,230,280,æ
0,2,148,443,230,208,245,280,v
0,2,148,444,245,208,260,280,n
0,2,148,445,260,208,275,280,e
0,2,148,446,275,208,297,280,r
0,2,148,447,297,208,320,280,t
0,2,148,448,320,208,335,280,a
0,2,148,449,335,208,350,280,l
0,2,148,450,350,208,365,280,e
0,2,148,451,365,208,380,280,r
0,2,148,452,380,208,395,280,e
0,2,148,453,395,208,417,280,n
0,2,148,454,417,208,440,280,a
0,2,148,455,440,208,462,280,t
0,2,148,456,462,208,485,280,h
0,2,148,457,485,208,500,280,a
0,2,148,458,500,208,515,280,v
0,2,148,459,515,208,537,280,e
0,2,148,460,537,208,560,280,v
0,2,148,461,560,208,575,280,æ
0,2,148,462,575,208,590,280,r
0,2,148,463,590,208,605,280,e
0,2,148,464,605,208,627,280,t
0,2,148,465,627,208,650,280,i
0,2,148,466,650,208,665,280,n
0,2,148,467,665,208,680,280,d
0,2,148,468,680,208,695,280,l
0,2,148,469,695,208,710,280,a
0,2,148,470,710,208,725,280,g
0,2,148,471,725,208,747,280,t
0,2,148,472,747,208,770,280,p
0,2,148,473,770,208,792,280,å
0,2,148,474,792,208,815,280,S
0,2,148,475,815,208,830,280,a
0,2,148,476,830,208,845,280,n
0,2,148,477,845,208,860,280,k
0,2,148,478,860,208,882,280,t
0,2,148,479,882,208,905,280,H
0,2,148,480,905,208,920,280,a
0,2,148,481,920,208,935,280,n
0,2,148,482,935,208,957,280,s
0,2,148,483,957,208,980,280,H
0,2,148,484,980,208,995,280,o
0,2,148,485,995,208,1010,280,s
0,2,148,486,1010,208,1025,280,p
0,2,148,487,1025,208,1040,280,i
0,2,148,488,1040,208,1055,280,t
0,2,148,489,1055,208,1070,280,a
0,2,148,490,1070,208,1085,280,l
0,2,148,491,1085,208,1110,280,?
0,2,53,1,190,138,215,176,N
0,2,53,2,215,138,237,176,Y
0,2,53,3,237,138,260,176,T
0,2,53,4,260,138,275,176,A
0,2,53,5,275,138,290,176,L
0,2,53,6,290,138,312,176,E
0,2,53,7,312,138,335,176,B
0,2,53,8,335,138,350,176,E
0,2,53,9,350,138,365,176,G
0,2,53,10,365,138,380,176,Y
0,2,53,11,380,138,395,176,N
0,2,53,12,395,138,410,176,D
0,2,53,13,410,138,425,176,E
0,2,53,14,425,138,447,176,R
0,2,53,15,447,138,470,176,N
0,2,53,16,470,138,495,176,U
0,2,216,1,190,136,222,208,I
0,2,216,2,222,136,245,208,h
0,2,216,3,245,136,260,208,a
0,2,216,4,260,136,282,208,r
0,2,216,5,282,136,305,208,v
0,2,216,6,305,136,320,208,æ
0,2,216,7,320,136,335,208,r
0,2,216,8,335,136,350,208,e
0,2,216,9,350,136,372,208,t
0,2,216,10,372,136,395,208,e
0,2,216,11,395,136,410,208,l
0,2,216,12,410,136,425,208,e
0,2,216,13,425,136,440,208,v
0,2,216,14,440,136,455,208,e
0,2,216,15,455,136,477,208,r
0,2,216,16,477,136,500,208,p
0,2,216,17,500,136,522,208,å
0,2,216,18,522,136,545,208,e
0,2,216,19,545,136,567,208,t
0,2,216,20,567,136,590,208,l
0,2,216,21,590,136,605,208,o
0,2,216,22,605,136,620,208,k
0,2,216,23,620,136,635,208,a
0,2,216,24,635,136,650,208,l
0,2,216,25,650,136,672,208,t
0,2,216,26,672,136,695,208,g
0,2,216,27,695,136,710,208,y
0,2,216,28,710,136,725,208,m
0,2,216,29,725,136,740,208,n
0,2,216,30,740,136,755,208,a
0,2,216,31,755,136,770,208,s
0,2,216,32,770,136,785,208,i
0,2,216,33,785,136,800,208,u
0,2,216,34,800,136,815,208,m
0,2,216,35,815,136,837,208,","
0,2,216,36,837,136,860,208,m
0,2,216,37,860,136,875,208,e
0,2,216,38,875,136,897,208,n
0,2,216,39,897,136,927,208,I
0,2,216,40,927,136,950,208,h
0,2,216,41,950,136,965,208,a
0,2,216,42,965,136,987,208,r
0,2,216,43,987,136,1010,208,o
0,2,216,44,1010,136,1025,208,g
0,2,216,45,1025,136,1040,208,s
0,2,216,46,1040,136,1062,208,å
0,2,216,47,1062,136,1085,208,f
0,2,216,48,1085,136,1100,208,å
0,2,216,49,1100,136,1115,208,e
0,2,216,50,1115,136,1137,208,t
0,2,216,51,1137,136,1160,208,g
0,2,216,52,1160,136,1175,208,l
0,2,216,53,1175,136,1190,208,o
0,2,216,54,1190,136,1205,208,b
0,2,216,55,1205,136,1220,208,a
0,2,216,56,1220,136,1235,208,l
0,2,216,57,1235,136,1257,208,t
0,2,216,58,1257,136,1280,208,u
0,2,216,59,1280,136,1295,208,d
0,2,216,60,1295,136,1310,208,s
0,2,216,61,1310,136,1325,208,y
0,2,216,62,1325,136,1340,208,n
0,2,216,63,1340,136,1362,208,.
0,2,216,64,1362,136,1385,208,M
0,2,216,65,1385,136,1400,208,a
0,2,216,66,1400,136,1415,208,n
0,2,216,67,1415,136,1430,208,g
0,2,216,68,1430,136,1452,208,e
0,2,216,69,1452,136,1475,208,a
0,2,216,70,1475,136,1497,208,f
0,2,216,71,1497,136,1520,208,j
0,2,216,72,1520,136,1535,208,e
0,2,216,73,1535,136,1557,208,r
0,2,216,74,1557,136,1580,208,h
0,2,216,75,1580,136,1595,208,a
0,2,216,76,1595,136,1617,208,r
0,2,216,77,1617,136,1640,208,v
0,2,216,78,1640,136,1655,208,æ
0,2,216,79,1655,136,1670,208,r
0,2,216,80,1670,136,1685,208,e
0,2,216,81,1685,136,1710,208,t
0,2,216,82,190,208,215,307,p
0,2,216,83,215,208,237,307,å
0,2,216,84,237,208,260,307,b
0,2,216,85,260,208,275,307,e
0,2,216,86,275,208,290,307,s
0,2,216,87,290,208,305,307,ø
0,2,216,88,305,208,327,307,g
0,2,216,89,327,208,350,307,h
0,2,216,90,350,208,365,307,o
0,2,216,91,365,208,387,307,s
0,2,216,92,387,208,410,307,v
0,2,216,93,410,208,425,307,o
0,2,216,94,425,208,440,307,r
0,2,216,95,440,208,455,307,e
0,2,216,96,455,208,477,307,s
0,2,216,97,477,208,500,307,p
0,2,216,98,500,208,515,307,a
0,2,216,99,515,208,530,307,r
0,2,216,100,530,208,545,307,t
0,2,216,101,545,208,560,307,n
0,2,216,102,560,208,575,307,e
0,2,216,103,575,208,590,307,r
0,2,216,104,590,208,605,307,s
0,2,216,105,605,208,620,307,k
0,2,216,106,620,208,635,307,o
0,2,216,107,635,208,650,307,l
0,2,216,108,650,208,665,307,e
0,2,216,109,665,208,687,307,r
0,2,216,110,687,208,710,307,r
0,2,216,111,710,208,725,307,u
0,2,216,112,725,208,740,307,n
0,2,216,113,740,208,755,307,d
0,2,216,114,755,208,777,307,t
0,2,216,115,777,208,800,307,o
0,2,216,116,800,208,822,307,m
0,2,216,117,822,208,852,307,i
0,2,216,118,852,208,875,307,v
0,2,216,119,875,208,890,307,e
0,2,216,120,890,208,905,307,r
0,2,216,121,905,208,920,307,d
0,2,216,122,920,208,935,307,e
0,2,216,123,935,208,957,307,n
0,2,216,124,957,208,980,307,o
0,2,216,125,980,208,1002,307,g
0,2,216,126,1002,208,1032,307,5
0,2,216,127,1032,208,1055,307,a
0,2,216,128,1055,208,1077,307,f
0,2,216,129,1077,208,1100,307,j
0,2,216,130,1100,208,1115,307,e
0,2,216,131,1115,208,1137,307,r
0,2,216,132,1137,208,1160,307,s
0,2,216,133,1160,208,1175,307,k
0,2,216,134,1175,208,1190,307,a
0,2,216,135,1190,208,1212,307,l
0,2,216,136,1212,208,1235,307,t
0,2,216,137,1235,208,1250,307,i
0,2,216,138,1250,208,1272,307,l
0,2,216,139,1272,208,1295,307,K
0,2,216,140,1295,208,1310,307,i
0,2,216,141,1310,208,1325,307,n
0,2,216,142,1325,208,1347,307,a
0,2,216,143,1347,208,1377,307,i
0,2,216,144,1377,208,1400,307,s
0,2,216,145,1400,208,1415,307,o
0,2,216,146,1415,208,1430,307,m
0,2,216,147,1430,208,1445,307,m
0,2,216,148,1445,208,1460,307,e
0,2,216,149,1460,208,1475,307,r
0,2,216,150,1475,208,1490,307,f
0,2,216,151,1490,208,1505,307,e
0,2,216,152,1505,208,1520,307,r
0,2,216,153,1520,208,1535,307,i
0,2,216,154,1535,208,1550,307,e
0,2,216,155,1550,208,1572,307,n
0,2,216,156,1572,208,1595,307,f
0,2,216,157,1595,208,1610,307,o
0,2,216,158,1610,208,1632,307,r
0,2,216,159,1632,208,1655,307,a
0,2,216,160,1655,208,1680,307,t
0,2,216,161,190,307,215,379,u
0,2,216,162,215,307,230,379,n
0,2,216,163,230,307,245,379,d
0,2,216,164,245,307,260,379,e
0,2,216,165,260,307,275,379,r
0,2,216,166,275,307,290,379,v
0,2,216,167,290,307,305,379,i
0,2,216,168,305,307,320,379,s
0,2,216,169,320,307,342,379,e
0,2,216,170,342,307,372,379,i
0,2,216,171,372,307,395,379,e
0,2,216,172,395,307,410,379,n
0,2,216,173,410,307,425,379,g
0,2,216,174,425,307,440,379,e
0,2,216,175,440,307,455,379,l
0,2,216,176,455,307,470,379,s
0,2,216,177,470,307,492,379,k
0,2,216,178,492,307,515,379,p
0,2,216,179,515,307,537,379,å
0,2,216,180,537,307,560,379,s
0,2,216,181,560,307,575,379,u
0,2,216,182,575,307,590,379,m
0,2,216,183,590,307,605,379,m
0,2,216,184,605,307,620,379,e
0,2,216,185,620,307,642,379,r
0,2,216,186,642,307,665,379,s
0,2,216,187,665,307,680,379,c
0,2,216,188,680,307,695,379,h
0,2,216,189,695,307,710,379,o
0,2,216,190,710,307,725,379,o
0,2,216,191,725,307,740,379,l
0,2,216,192,740,307,765,379,.
0,2,202,1,190,136,215,208,K
0,2,202,2,215,136,230,208,i
0,2,202,3,230,136,245,208,g
0,2,202,4,245,136,260,208,g
0,2,202,5,260,136,275,208,e
0,2,202,6,275,136,297,208,r
0,2,202,7,297,136,320,208,v
0,2,202,8,320,136,342,208,i
0,2,202,9,342,136,365,208,o
0,2,202,10,365,136,387,208,p
0,2,202,11,387,136,410,208,o
0,2,202,12,410,136,432,208,g
0,2,202,13,432,136,455,208,u
0,2,202,14,455,136,470,208,d
0,2,202,15,470,136,492,208,.
0,2,202,16,492,136,515,208,K
0,2,202,17,515,136,530,208,i
0,2,202,18,530,136,545,208,g
0,2,202,19,545,136,560,208,g
0,2,202,20,560,136,575,208,e
0,2,202,21,575,136,597,208,r
0,2,202,22,597,136,620,208,v
0,2,202,23,620,136,642,208,i
0,2,202,24,642,136,665,208,l
0,2,202,25,665,136,680,208,æ
0,2,202,26,680,136,695,208,n
0,2,202,27,695,136,710,208,g
0,2,202,28,710,136,725,208,e
0,2,202,29,725,136,740,208,r
0,2,202,30,740,136,762,208,e
0,2,202,31,762,136,785,208,f
0,2,202,32,785,136,800,208,r
0,2,202,33,800,136,815,208,e
0,2,202,34,815,136,837,208,m
0,2,202,35,837,136,860,208,o
0,2,202,36,860,136,882,208,g
0,2,202,37,882,136,905,208,i
0,2,202,38,905,136,920,208,n
0,2,202,39,920,136,935,208,t
0,2,202,40,935,136,950,208,e
0,2,202,41,950,136,965,208,r
0,2,202,42,965,136,980,208,n
0,2,202,43,980,136,995,208,a
0,2,202,44,995,136,1010,208,t
0,2,202,45,1010,136,1025,208,i
0,2,202,46,1025,136,1040,208,o
0,2,202,47,1040,136,1055,208,n
0,2,202,48,1055,136,1070,208,a
0,2,202,49,1070,136,1085,208,l
0,2,202,50,1085,136,1100,208,t
0,2,202,51,1100,136,1122,208,","
0,2,202,52,1122,136,1145,208,s
0,2,202,53,1145,136,1167,208,å
0,2,202,54,1167,136,1190,208,s
0,2,202,55,1190,136,1205,208,t
0,2,202,56,1205,136,1220,208,å
0,2,202,57,1220,136,1242,208,r
0,2,202,58,1242,136,1265,208,v
0,2,202,59,1265,136,1280,208,i
0,2,202,60,1280,136,1302,208,","
0,2,202,61,1302,136,1325,208,v
0,2,202,62,1325,136,1340,208,o
0,2,202,63,1340,136,1355,208,r
0,2,202,64,1355,136,1370,208,e
0,2,202,65,1370,136,1392,208,s
0,2,202,66,1392,136,1415,208,b
0,2,202,67,1415,136,1430,208,ø
0,2,202,68,1430,136,1445,208,r
0,2,202,69,1445,136,1467,208,n
0,2,202,70,1467,136,1490,208,o
0,2,202,71,1490,136,1512,208,g
0,2,202,72,1512,136,1535,208,v
0,2,202,73,1535,136,1550,208,o
0,2,202,74,1550,136,1565,208,r
0,2,202,75,1565,136,1580,208,e
0,2,202,76,1580,136,1605,208,s
0,2,202,77,190,208,215,307,b
0,2,202,78,215,208,230,307,ø
0,2,202,79,230,208,245,307,r
0,2,202,80,245,208,260,307,n
0,2,202,81,260,208,275,307,e
0,2,202,82,275,208,290,307,b
0,2,202,83,290,208,305,307,ø
0,2,202,84,305,208,320,307,r
0,2,202,85,320,208,342,307,n
0,2,202,86,342,208,372,307,–
0,2,202,87,372,208,395,307,s
0,2,202,88,395,208,410,307,o
0,2,202,89,410,208,432,307,m
0,2,202,90,432,208,455,307,e
0,2,202,91,455,208,477,307,n
0,2,202,92,477,208,500,307,d
0,2,202,93,500,208,515,307,e
0,2,202,94,515,208,537,307,l
0,2,202,95,537,208,560,307,a
0,2,202,96,560,208,582,307,f
0,2,202,97,582,208,605,307,v
0,2,202,98,605,208,620,307,e
0,2,202,99,620,208,635,307,r
0,2,202,100,635,208,650,307,d
0,2,202,101,650,208,665,307,e
0,2,202,102,665,208,680,307,n
0,2,202,103,680,208,695,307,s
0,2,202,104,695,208,710,307,s
0,2,202,105,710,208,725,307,a
0,2,202,106,725,208,740,307,m
0,2,202,107,740,208,755,307,f
0,2,202,108,755,208,770,307,u
0,2,202,109,770,208,785,307,n
0,2,202,110,785,208,800,307,d
0,2,202,111,800,208,815,307,e
0,2,202,112,815,208,837,307,t
0,2,202,113,837,208,867,307,–
0,2,202,114,867,208,890,307,o
0,2,202,115,890,208,905,307,v
0,2,202,116,905,208,920,307,e
0,2,202,117,920,208,942,307,r
0,2,202,118,942,208,965,307,f
0,2,202,119,965,208,980,307,o
0,2,202,120,980,208,1002,307,r
0,2,202,121,1002,208,1025,307,m
0,2,202,122,1025,208,1040,307,i
0,2,202,123,1040,208,1055,307,l
0,2,202,124,1055,208,1070,307,j
0,2,202,125,1070,208,1085,307,ø
0,2,202,126,1085,208,1100,307,m
0,2,202,127,1100,208,1115,307,æ
0,2,202,128,1115,208,1130,307,s
0,2,202,129,1130,208,1145,307,s
0,2,202,130,1145,208,1160,307,i
0,2,202,131,1160,208,1175,307,g
0,2,202,132,1175,208,1197,307,e
0,2,202,133,1197,208,1220,307,u
0,2,202,134,1220,208,1235,307,d
0,2,202,135,1235,208,1250,307,f
0,2,202,136,1250,208,1265,307,o
0,2,202,137,1265,208,1280,307,r
0,2,202,138,1280,208,1295,307,d
0,2,202,139,1295,208,1310,307,r
0,2,202,140,1310,208,1325,307,i
0,2,202,141,1325,208,1340,307,n
0,2,202,142,1340,208,1355,307,g
0,2,202,143,1355,208,1370,307,e
0,2,202,144,1370,208,1392,307,r
0,2,202,145,1392,208,1415,307,a
0,2,202,146,1415,208,1437,307,f
0,2,202,147,1437,208,1460,307,p
0,2,202,148,1460,208,1475,307,r
0,2,202,149,1475,208,1490,307,o
0,2,202,150,1490,208,1505,307,p
0,2,202,151,1505,208,1520,307,o
0,2,202,152,1520,208,1535,307,r
0,2,202,153,1535,208,1550,307,t
0,2,202,154,1550,208,1565,307,i
0,2,202,155,1565,208,1580,307,o
0,2,202,156,1580,208,1595,307,n
0,2,202,157,1595,208,1610,307,e
0,2,202,158,1610,208,1625,307,r
0,2,202,159,1625,208,1647,307,","
0,2,202,160,1647,208,1670,307,d
0,2,202,161,1670,208,1685,307,e
0,2,202,162,1685,208,1710,307,r
0,2,202,163,190,307,215,406,k
0,2,202,164,215,307,230,406,a
0,2,202,165,230,307,252,406,n
0,2,202,166,252,307,275,406,v
0,2,202,167,275,307,290,406,æ
0,2,202,168,290,307,305,406,r
0,2,202,169,305,307,327,406,e
0,2,202,170,327,307,350,406,s
0,2,202,171,350,307,365,406,v
0,2,202,172,365,307,380,406,æ
0,2,202,173,380,307,395,406,r
0,2,202,174,395,307,417,406,e
0,2,202,175,417,307,440,406,h
0,2,202,176,440,307,455,406,e
0,2,202,177,455,307,470,406,l
0,2,202,178,470,307,492,406,t
0,2,202,179,492,307,515,406,a
0,2,202,180,515,307,537,406,t
0,2,202,181,537,307,560,406,b
0,2,202,182,560,307,575,406,e
0,2,202,183,575,307,590,406,g
0,2,202,184,590,307,605,406,r
0,2,202,185,605,307,620,406,i
0,2,202,186,620,307,635,406,b
0,2,202,187,635,307,650,406,e
0,2,202,188,650,307,672,406,.
0,2,202,189,672,307,695,406,H
0,2,202,190,695,307,710,406,a
0,2,202,191,710,307,725,406,v
0,2,202,192,725,307,740,406,s
0,2,202,193,740,307,755,406,t
0,2,202,194,755,307,770,406,i
0,2,202,195,770,307,785,406,g
0,2,202,196,785,307,800,406,n
0,2,202,197,800,307,815,406,i
0,2,202,198,815,307,830,406,n
0,2,202,199,830,307,845,406,g
0,2,202,200,845,307,867,406,","
0,2,202,201,867,307,890,406,f
0,2,202,202,890,307,905,406,o
0,2,202,203,905,307,920,406,r
0,2,202,204,920,307,935,406,u
0,2,202,205,935,307,950,406,r
0,2,202,206,950,307,965,406,e
0,2,202,207,965,307,980,406,n
0,2,202,208,980,307,995,406,i
0,2,202,209,995,307,1010,406,n
0,2,202,210,1010,307,1025,406,g
0,2,202,211,1025,307,1047,406,","
0,2,202,212,1047,307,1070,406,g
0,2,202,213,1070,307,1085,406,l
0,2,202,214,1085,307,1100,406,o
0,2,202,215,1100,307,1115,406,b
0,2,202,216,1115,307,1130,406,a
0,2,202,217,1130,307,1152,406,l
0,2,202,218,1152,307,1175,406,o
0,2,202,219,1175,307,1190,406,p
0,2,202,220,1190,307,1205,406,v
0,2,202,221,1205,307,1220,406,a
0,2,202,222,1220,307,1235,406,r
0,2,202,223,1235,307,1250,406,m
0,2,202,224,1250,307,1265,406,n
0,2,202,225,1265,307,1280,406,i
0,2,202,226,1280,307,1295,406,n
0,2,202,227,1295,307,1310,406,g
0,2,202,228,1310,307,1332,406,.
0,2,202,229,1332,307,1355,406,D
0,2,202,230,1355,307,1370,406,e
0,2,202,231,1370,307,1392,406,t
0,2,202,232,1392,307,1415,406,t
0,2,202,233,1415,307,1430,406,r
0,2,202,234,1430,307,1445,406,æ
0,2,202,235,1445,307,1460,406,k
0,2,202,236,1460,307,1475,406,k
0,2,202,237,1475,307,1490,406,e
0,2,202,238,1490,307,1512,406,r
0,2,202,239,1512,307,1535,406,o
0,2,202,240,1535,307,1557,406,p
0,2,202,241,1557,307,1580,406,t
0,2,202,242,1580,307,1595,406,i
0,2,202,243,1595,307,1617,406,l
0,2,202,244,1617,307,1640,406,s
0,2,202,245,1640,307,1655,406,t
0,2,202,246,1655,307,1670,406,o
0,2,202,247,1670,307,1685,406,r
0,2,202,248,1685,307,1710,406,m
0,2,202,249,190,406,215,478,u
0,2,202,250,215,406,230,478,d
0,2,202,251,230,406,252,478,e
0,2,202,252,252,406,282,478,i
0,2,202,253,282,406,305,478,h
0,2,202,254,305,406,320,478,o
0,2,202,255,320,406,335,478,r
0,2,202,256,335,406,350,478,i
0,2,202,257,350,406,365,478,s
0,2,202,258,365,406,380,478,o
0,2,202,259,380,406,395,478,n
0,2,202,260,395,406,410,478,t
0,2,202,261,410,406,425,478,e
0,2,202,262,425,406,440,478,n
0,2,202,263,440,406,462,478,.
0,2,202,264,462,406,485,478,E
0,2,202,265,485,406,507,478,t
0,2,202,266,507,406,530,478,u
0,2,202,267,530,406,545,478,v
0,2,202,268,545,406,560,478,e
0,2,202,269,560,406,575,478,j
0,2,202,270,575,406,590,478,r
0,2,202,271,590,406,612,478,","
0,2,202,272,612,406,635,478,s
0,2,202,273,635,406,650,478,o
0,2,202,274,650,406,672,478,m
0,2,202,275,672,406,695,478,v
0,2,202,276,695,406,717,478,i
0,2,202,277,717,406,740,478,i
0,2,202,278,740,406,755,478,k
0,2,202,279,755,406,770,478,k
0,2,202,280,770,406,792,478,e
0,2,202,281,792,406,815,478,k
0,2,202,282,815,406,830,478,a
0,2,202,283,830,406,852,478,n
0,2,202,284,852,406,875,478,g
0,2,202,285,875,406,897,478,å
0,2,202,286,897,406,920,478,u
0,2,202,287,920,406,935,478,d
0,2,202,288,935,406,950,478,e
0,2,202,289,950,406,965,478,n
0,2,202,290,965,406,980,478,o
0,2,202,291,980,406,995,478,m
0,2,202,292,995,406,1017,478,","
0,2,202,293,1017,406,1040,478,m
0,2,202,294,1040,406,1055,478,e
0,2,202,295,1055,406,1077,478,n
0,2,202,296,1077,406,1100,478,s
0,2,202,297,1100,406,1115,478,o
0,2,202,298,1115,406,1137,478,m
0,2,202,299,1137,406,1160,478,v
0,2,202,300,1160,406,1182,478,i
0,2,202,301,1182,406,1205,478,m
0,2,202,302,1205,406,1227,478,å
0,2,202,303,1227,406,1250,478,g
0,2,202,304,1250,406,1272,478,å
0,2,202,305,1272,406,1295,478,i
0,2,202,306,1295,406,1310,478,g
0,2,202,307,1310,406,1325,478,e
0,2,202,308,1325,406,1340,478,n
0,2,202,309,1340,406,1355,478,n
0,2,202,310,1355,406,1370,478,e
0,2,202,311,1370,406,1385,478,m
0,2,202,312,1385,406,1407,478,.
0,2,202,313,1407,406,1430,478,S
0,2,202,314,1430,406,1445,478,a
0,2,202,315,1445,406,1460,478,m
0,2,202,316,1460,406,1475,478,m
0,2,202,317,1475,406,1490,478,e
0,2,202,318,1490,406,1505,478,n
0,2,202,319,1505,406,1530,478,.
0,2,202,320,190,136,215,208,S
0,2,202,321,215,136,230,208,p
0,2,202,322,230,136,245,208,ø
0,2,202,323,245,136,260,208,r
0,2,202,324,260,136,275,208,g
0,2,202,325,275,136,290,208,s
0,2,202,326,290,136,305,208,m
0,2,202,327,305,136,320,208,å
0,2,202,328,320,136,335,208,l
0,2,202,329,335,136,360,208,:
0,2,202,330,190,208,215,280,M
0,2,202,331,215,208,230,280,e
0,2,202,332,230,208,245,280,n
0,2,202,333,245,208,260,280,e
0,2,202,334,260,208,282,280,r
0,2,202,335,282,208,305,280,t
0,2,202,336,305,208,320,280,a
0,2,202,337,320,208,335,280,l
0,2,202,338,335,208,350,280,e
0,2,202,339,350,208,365,280,r
0,2,202,340,365,208,380,280,e
0,2,202,341,380,208,402,280,n
0,2,202,342,402,208,425,280,a
0,2,202,343,425,208,447,280,t
0,2,202,344,447,208,470,280,f
0,2,202,345,470,208,485,280,o
0,2,202,346,485,208,500,280,r
0,2,202,347,500,208,515,280,u
0,2,202,348,515,208,530,280,r
0,2,202,349,530,208,545,280,e
